session_id	original_session_id
ses-SU+VR+ALL+OL+17	ses-SU_VR_ALL_OL_17
ses-SU+VR+ALL+OL+18	ses-SU_VR_ALL_OL_18
ses-SU+VR+ALL+OL+19	ses-SU_VR_ALL_OL_19
ses-SU+VR+ALL+OL+20	ses-SU_VR_ALL_OL_20
ses-SU+VR+ALL+OL+21	ses-SU_VR_ALL_OL_21
ses-SU+VR+ALL+OL+22	ses-SU_VR_ALL_OL_22
ses-SU+VR+ALL+OL+23	ses-SU_VR_ALL_OL_23
ses-SU+VR+ALL+OL+24	ses-SU_VR_ALL_OL_24
ses-SU+VR+ALL+OL+25	ses-SU_VR_ALL_OL_25
ses-SU+VR+ALL+OL+26	ses-SU_VR_ALL_OL_26
ses-SU+VR+ALL+OL+27	ses-SU_VR_ALL_OL_27
ses-SU+VR+ALL+OL+28	ses-SU_VR_ALL_OL_28
ses-SU+VR+ALL+OL+29	ses-SU_VR_ALL_OL_29
ses-SU+VR+ALL+OL+30	ses-SU_VR_ALL_OL_30
ses-SU+VR+ALL+OL+31	ses-SU_VR_ALL_OL_31
ses-SU+VR+ALL+OL+32	ses-SU_VR_ALL_OL_32
ses-SU+VR+ALL+OL+33	ses-SU_VR_ALL_OL_33
ses-SU+VR+ALL+OL+34	ses-SU_VR_ALL_OL_34
ses-SU+VR+ALL+OL+35	ses-SU_VR_ALL_OL_35
ses-SU+VR+ALL+OL+36	ses-SU_VR_ALL_OL_36
ses-SU+VR+ALL+OL+37	ses-SU_VR_ALL_OL_37
ses-SU+VR+ALL+OL+38	ses-SU_VR_ALL_OL_38
ses-SU+VR+ALL+OL+39	ses-SU_VR_ALL_OL_39
ses-SU+VR+ALL+OL+40	ses-SU_VR_ALL_OL_40
ses-SU+VR+ALL+OL+41	ses-SU_VR_ALL_OL_41
ses-SU+VR+ALL+OL+42	ses-SU_VR_ALL_OL_42
ses-SU+VR+ALL+OL+43	ses-SU_VR_ALL_OL_43
ses-SU+VR+ALL+SPD+17	ses-SU_VR_ALL_SPD_17
ses-SU+VR+ALL+SPD+18	ses-SU_VR_ALL_SPD_18
ses-SU+VR+ALL+SPD+19	ses-SU_VR_ALL_SPD_19
ses-SU+VR+ALL+SPD+20	ses-SU_VR_ALL_SPD_20
ses-SU+VR+ALL+SPD+21	ses-SU_VR_ALL_SPD_21
ses-SU+VR+ALL+SPD+22	ses-SU_VR_ALL_SPD_22
ses-SU+VR+ALL+SPD+23	ses-SU_VR_ALL_SPD_23
ses-SU+VR+ALL+SPD+24	ses-SU_VR_ALL_SPD_24
ses-SU+VR+ALL+SPD+25	ses-SU_VR_ALL_SPD_25
ses-SU+VR+ALL+SPD+26	ses-SU_VR_ALL_SPD_26
ses-SU+VR+ALL+SPD+27	ses-SU_VR_ALL_SPD_27
ses-SU+VR+ALL+SPD+28	ses-SU_VR_ALL_SPD_28
ses-SU+VR+ALL+SPD+29	ses-SU_VR_ALL_SPD_29
ses-SU+VR+ALL+SPD+30	ses-SU_VR_ALL_SPD_30
ses-SU+VR+ALL+SPD+31	ses-SU_VR_ALL_SPD_31
ses-SU+VR+ALL+SPD+32	ses-SU_VR_ALL_SPD_32
ses-SU+VR+ALL+SPD+33	ses-SU_VR_ALL_SPD_33
ses-SU+VR+ALL+SPD+34	ses-SU_VR_ALL_SPD_34
ses-SU+VR+ALL+SPD+35	ses-SU_VR_ALL_SPD_35
ses-SU+VR+ALL+SPD+36	ses-SU_VR_ALL_SPD_36
ses-SU+VR+ALL+SPD+37	ses-SU_VR_ALL_SPD_37
ses-SU+VR+ALL+SPD+38	ses-SU_VR_ALL_SPD_38
ses-SU+VR+ALL+SPD+39	ses-SU_VR_ALL_SPD_39
ses-SU+VR+ALL+SPD+40	ses-SU_VR_ALL_SPD_40
ses-SU+VR+ALL+SPD+41	ses-SU_VR_ALL_SPD_41
ses-SU+VR+ALL+SPD+42	ses-SU_VR_ALL_SPD_42
ses-SU+VR+ALL+SPD+43	ses-SU_VR_ALL_SPD_43
ses-SU+VR+ALL+TP+17	ses-SU_VR_ALL_TP_17
ses-SU+VR+ALL+TP+18	ses-SU_VR_ALL_TP_18
ses-SU+VR+ALL+TP+19	ses-SU_VR_ALL_TP_19
ses-SU+VR+ALL+TP+20	ses-SU_VR_ALL_TP_20
ses-SU+VR+ALL+TP+21	ses-SU_VR_ALL_TP_21
ses-SU+VR+ALL+TP+22	ses-SU_VR_ALL_TP_22
ses-SU+VR+ALL+TP+23	ses-SU_VR_ALL_TP_23
ses-SU+VR+ALL+TP+24	ses-SU_VR_ALL_TP_24
ses-SU+VR+ALL+TP+25	ses-SU_VR_ALL_TP_25
ses-SU+VR+ALL+TP+26	ses-SU_VR_ALL_TP_26
ses-SU+VR+ALL+TP+27	ses-SU_VR_ALL_TP_27
ses-SU+VR+ALL+TP+28	ses-SU_VR_ALL_TP_28
ses-SU+VR+ALL+TP+29	ses-SU_VR_ALL_TP_29
ses-SU+VR+ALL+TP+30	ses-SU_VR_ALL_TP_30
ses-SU+VR+ALL+TP+31	ses-SU_VR_ALL_TP_31
ses-SU+VR+ALL+TP+32	ses-SU_VR_ALL_TP_32
ses-SU+VR+ALL+TP+33	ses-SU_VR_ALL_TP_33
ses-SU+VR+ALL+TP+34	ses-SU_VR_ALL_TP_34
ses-SU+VR+ALL+TP+35	ses-SU_VR_ALL_TP_35
ses-SU+VR+ALL+TP+36	ses-SU_VR_ALL_TP_36
ses-SU+VR+ALL+TP+37	ses-SU_VR_ALL_TP_37
ses-SU+VR+ALL+TP+38	ses-SU_VR_ALL_TP_38
ses-SU+VR+ALL+TP+39	ses-SU_VR_ALL_TP_39
ses-SU+VR+ALL+TP+40	ses-SU_VR_ALL_TP_40
ses-SU+VR+ALL+TP+41	ses-SU_VR_ALL_TP_41
ses-SU+VR+ALL+TP+42	ses-SU_VR_ALL_TP_42
ses-SU+VR+ALL+TP+43	ses-SU_VR_ALL_TP_43
ses-SU+VR+OL+19	ses-SU_VR_OL_19
ses-SU+VR+OL+20	ses-SU_VR_OL_20
ses-SU+VR+OL+21	ses-SU_VR_OL_21
ses-SU+VR+OL+22	ses-SU_VR_OL_22
ses-SU+VR+OL+23	ses-SU_VR_OL_23
ses-SU+VR+OL+24	ses-SU_VR_OL_24
ses-SU+VR+OL+25	ses-SU_VR_OL_25
