onset	duration	nwb_table	trial_type	vstim_on	scene_move	rew	vstim_off	teleport	scene_pause	scene_resume
6.537	12.205000000000002	trials	ytpst=1000.0 scnpz=1000.0	6.561	8.905	16.192	18.741			
26.249	11.986999999999998	trials	ytpst=1000.0 scnpz=1000.0	26.278	27.676	34.959	38.234			
44.648	14.387999999999998	trials	ytpst=1000.0 scnpz=1000.0	44.677	49.089	56.376	59.035			
64.285	11.501000000000005	trials	ytpst=1000.0 scnpz=1000.0	64.313	65.539	72.826	75.785			
83.76	12.11	trials	ytpst=1000.0 scnpz=1000.0	83.787	86.093	93.391	95.868			
103.749	11.971000000000004	trials	ytpst=1000.0 scnpz=1000.0	103.787	106.659	113.961	115.718			
124.944	12.159000000000006	trials	ytpst=1000.0 scnpz=1000.0	124.977	128.124	135.424	137.102			
143.722	11.24799999999999	trials	ytpst=1000.0 scnpz=1000.0	143.75	144.824	152.143	154.969			
162.396	12.874000000000024	trials	ytpst=1000.0 scnpz=1000.0	162.425	164.825	172.127	175.269			
181.006	11.931000000000012	trials	ytpst=1000.0 scnpz=1000.0	181.035	183.092	190.394	192.936			
199.629	11.408000000000015	trials	ytpst=1000.0 scnpz=1000.0	199.658	200.792	208.078	211.036			
216.585	14.052999999999997	trials	ytpst=1000.0 scnpz=1000.0	216.613	220.092	227.394	230.636			
236.562	12.45999999999998	trials	ytpst=1000.0 scnpz=1000.0	236.59	239.292	246.578	249.021			
255.965	15.857	trials	ytpst=1000.0 scnpz=70.0	256.001	257.259	269.561	271.821		262.671	267.688
278.382	10.839999999999975	trials	ytpst=40.0 scnpz=1000.0	278.411	282.009	287.01	289.221	285.104		
294.427	11.561999999999955	trials	ytpst=1000.0 scnpz=1000.0	294.455	295.893	303.195	305.988			
318.139	11.399999999999977	trials	ytpst=65.0 scnpz=1000.0	318.167	320.426	327.479	329.538	325.471		
334.773	12.699999999999989	trials	ytpst=1000.0 scnpz=1000.0	334.802	337.693	344.978	347.472			
353.472	12.283999999999992	trials	ytpst=1000.0 scnpz=1000.0	353.501	355.36	362.679	365.755			
374.094	11.312000000000012	trials	ytpst=1000.0 scnpz=1000.0	374.123	375.361	382.646	385.405			
391.44	7.733000000000004	trials	ytpst=40.0 scnpz=1000.0	391.468	392.528	397.512	399.172	395.622		
407.81	12.413000000000011	trials	ytpst=1000.0 scnpz=1000.0	407.838	409.695	416.978	420.222			
428.256	12.65100000000001	trials	ytpst=1000.0 scnpz=1000.0	428.284	429.908	437.196	440.906			
447.739	15.385000000000048	trials	ytpst=1000.0 scnpz=70.0	447.767	448.908	461.214	463.123		454.339	459.339
470.366	11.491000000000042	trials	ytpst=65.0 scnpz=1000.0	470.391	471.925	478.881	481.856	476.973		
491.292	12.782000000000039	trials	ytpst=1000.0 scnpz=1000.0	491.32	493.629	500.93	504.073			
509.96	10.731000000000051	trials	ytpst=1000.0 scnpz=1000.0	509.985	511.575	518.894	520.69			
528.321	12.370000000000005	trials	ytpst=1000.0 scnpz=1000.0	528.35	529.509	536.797	540.69			
548.524	21.017000000000053	trials	ytpst=1000.0 scnpz=70.0	548.552	551.567	563.88	569.54		556.974	561.99
576.882	13.094000000000051	trials	ytpst=65.0 scnpz=1000.0	576.909	581.034	588.015	589.975	586.058		
595.486	14.706999999999994	trials	ytpst=1000.0 scnpz=1000.0	595.514	597.214	604.516	610.191			
621.616	8.494000000000028	trials	ytpst=40.0 scnpz=1000.0	621.643	623.098	628.098	630.108	626.192		
635.609	11.850999999999999	trials	ytpst=1000.0 scnpz=1000.0	635.638	638.244	645.549	647.458			
652.69	10.702999999999975	trials	ytpst=1000.0 scnpz=1000.0	652.718	654.399	661.699	663.392			
669.361	16.81600000000003	trials	ytpst=1000.0 scnpz=70.0	669.387	670.953	683.266	686.175		676.376	681.392
694.294	10.899999999999977	trials	ytpst=65.0 scnpz=1000.0	694.321	696.595	703.566	705.192	701.626		
712.431	12.128999999999905	trials	ytpst=1000.0 scnpz=1000.0	712.459	713.686	720.983	724.559			
729.793	9.000999999999976	trials	ytpst=40.0 scnpz=1000.0	729.821	732.116	737.116	738.793	735.201		
747.508	10.968999999999937	trials	ytpst=1000.0 scnpz=1000.0	747.536	749.566	756.866	758.476			
769.276	11.335000000000036	trials	ytpst=1000.0 scnpz=1000.0	769.304	770.92	778.233	780.61			
786.624	11.386999999999944	trials	ytpst=1000.0 scnpz=1000.0	786.653	788.02	795.318	798.01			
808.721	12.606999999999971	trials	ytpst=1000.0 scnpz=1000.0	808.749	810.468	817.767	821.327			
828.329	11.099000000000046	trials	ytpst=1000.0 scnpz=1000.0	828.357	830.021	837.334	839.427			
846.035	8.843000000000075	trials	ytpst=40.0 scnpz=1000.0	846.063	848.347	853.334	854.877	851.448		
863.52	11.325000000000045	trials	ytpst=1000.0 scnpz=1000.0	863.547	865.239	872.534	874.844			
885.922	10.956000000000017	trials	ytpst=1000.0 scnpz=1000.0	885.948	887.505	894.818	896.877			
904.238	12.224999999999909	trials	ytpst=65.0 scnpz=1000.0	904.266	907.469	914.419	916.462	912.494		
924.938	10.758000000000038	trials	ytpst=1000.0 scnpz=1000.0	924.966	926.486	933.786	935.695			
941.749	17.148000000000025	trials	ytpst=1000.0 scnpz=70.0	941.777	943.456	955.769	958.895		948.862	953.862
970.164	10.94900000000007	trials	ytpst=1000.0 scnpz=1000.0	970.191	971.732	979.036	981.112			
990.557	15.472999999999956	trials	ytpst=1000.0 scnpz=1000.0	990.584	993.283	1000.569	1006.029			
1015.812	13.819000000000074	trials	ytpst=1000.0 scnpz=1000.0	1015.84	1018.433	1025.72	1029.629			
1039.324	13.20699999999988	trials	ytpst=1000.0 scnpz=1000.0	1039.352	1043.121	1050.421	1052.529			
1058.505	12.292999999999893	trials	ytpst=1000.0 scnpz=1000.0	1058.532	1061.105	1068.387	1070.796			
1076.435	12.979000000000042	trials	ytpst=1000.0 scnpz=1000.0	1076.462	1078.408	1085.721	1089.413			
1096.099	8.298999999999978	trials	ytpst=40.0 scnpz=1000.0	1096.127	1097.538	1102.536	1104.397	1100.647		
1115.167	16.33100000000013	trials	ytpst=1000.0 scnpz=70.0	1115.195	1116.355	1128.688	1131.497		1121.78	1126.797
1136.876	12.189000000000078	trials	ytpst=65.0 scnpz=1000.0	1136.905	1138.872	1145.838	1149.064	1143.914		
1159.551	11.081000000000131	trials	ytpst=1000.0 scnpz=1000.0	1159.579	1160.76	1168.054	1170.63			
1181.528	14.436999999999898	trials	ytpst=1000.0 scnpz=1000.0	1181.556	1185.976	1193.288	1195.964			
1204.4	18.264999999999873	trials	ytpst=1000.0 scnpz=70.0	1204.424	1208.073	1220.339	1222.664		1213.481	1218.481
1234.993	11.323000000000093	trials	ytpst=1000.0 scnpz=1000.0	1235.017	1237.044	1244.338	1246.314			
1252.224	11.192999999999984	trials	ytpst=1000.0 scnpz=1000.0	1252.251	1253.87	1261.156	1263.416			
1269.405	11.961999999999989	trials	ytpst=1000.0 scnpz=1000.0	1269.43	1270.908	1278.19	1281.366			
1286.709	8.575000000000045	trials	ytpst=40.0 scnpz=1000.0	1286.736	1288.337	1293.306	1295.282	1291.432		
1300.534	11.215999999999894	trials	ytpst=65.0 scnpz=1000.0	1300.562	1302.349	1309.306	1311.749	1307.399		
1317.677	10.957000000000107	trials	ytpst=65.0 scnpz=1000.0	1317.704	1319.723	1326.69	1328.633	1324.733		
1334.601	12.416999999999916	trials	ytpst=1000.0 scnpz=1000.0	1334.626	1337.026	1344.323	1347.016			
1357.243	10.125	trials	ytpst=1000.0 scnpz=1000.0	1357.272	1358.346	1365.658	1367.366			
1374.461	13.222999999999956	trials	ytpst=1000.0 scnpz=1000.0	1374.487	1377.863	1385.174	1387.683			
1395.243	10.90800000000013	trials	ytpst=40.0 scnpz=1000.0	1395.271	1398.505	1403.491	1406.15	1401.6		
