session_id	original_session_id
ses-SU+VR+ALL+OL+10	ses-SU_VR_ALL_OL_10
ses-SU+VR+ALL+OL+11	ses-SU_VR_ALL_OL_11
ses-SU+VR+ALL+OL+12	ses-SU_VR_ALL_OL_12
ses-SU+VR+ALL+OL+13	ses-SU_VR_ALL_OL_13
ses-SU+VR+ALL+OL+2	ses-SU_VR_ALL_OL_2
ses-SU+VR+ALL+OL+3	ses-SU_VR_ALL_OL_3
ses-SU+VR+ALL+OL+4	ses-SU_VR_ALL_OL_4
ses-SU+VR+ALL+OL+5	ses-SU_VR_ALL_OL_5
ses-SU+VR+ALL+OL+6	ses-SU_VR_ALL_OL_6
ses-SU+VR+ALL+OL+7	ses-SU_VR_ALL_OL_7
ses-SU+VR+ALL+OL+8	ses-SU_VR_ALL_OL_8
ses-SU+VR+ALL+OL+9	ses-SU_VR_ALL_OL_9
ses-SU+VR+ALL+SPD+10	ses-SU_VR_ALL_SPD_10
ses-SU+VR+ALL+SPD+11	ses-SU_VR_ALL_SPD_11
ses-SU+VR+ALL+SPD+12	ses-SU_VR_ALL_SPD_12
ses-SU+VR+ALL+SPD+13	ses-SU_VR_ALL_SPD_13
ses-SU+VR+ALL+SPD+2	ses-SU_VR_ALL_SPD_2
ses-SU+VR+ALL+SPD+3	ses-SU_VR_ALL_SPD_3
ses-SU+VR+ALL+SPD+4	ses-SU_VR_ALL_SPD_4
ses-SU+VR+ALL+SPD+5	ses-SU_VR_ALL_SPD_5
ses-SU+VR+ALL+SPD+6	ses-SU_VR_ALL_SPD_6
ses-SU+VR+ALL+SPD+7	ses-SU_VR_ALL_SPD_7
ses-SU+VR+ALL+SPD+8	ses-SU_VR_ALL_SPD_8
ses-SU+VR+ALL+SPD+9	ses-SU_VR_ALL_SPD_9
ses-SU+VR+ALL+TP+10	ses-SU_VR_ALL_TP_10
ses-SU+VR+ALL+TP+11	ses-SU_VR_ALL_TP_11
ses-SU+VR+ALL+TP+12	ses-SU_VR_ALL_TP_12
ses-SU+VR+ALL+TP+13	ses-SU_VR_ALL_TP_13
ses-SU+VR+ALL+TP+2	ses-SU_VR_ALL_TP_2
ses-SU+VR+ALL+TP+3	ses-SU_VR_ALL_TP_3
ses-SU+VR+ALL+TP+4	ses-SU_VR_ALL_TP_4
ses-SU+VR+ALL+TP+5	ses-SU_VR_ALL_TP_5
ses-SU+VR+ALL+TP+6	ses-SU_VR_ALL_TP_6
ses-SU+VR+ALL+TP+7	ses-SU_VR_ALL_TP_7
ses-SU+VR+ALL+TP+8	ses-SU_VR_ALL_TP_8
ses-SU+VR+ALL+TP+9	ses-SU_VR_ALL_TP_9
ses-SU+VR+OL+10	ses-SU_VR_OL_10
ses-SU+VR+OL+11	ses-SU_VR_OL_11
ses-SU+VR+OL+12	ses-SU_VR_OL_12
ses-SU+VR+OL+13	ses-SU_VR_OL_13
ses-SU+VR+OL+14	ses-SU_VR_OL_14
ses-SU+VR+OL+15	ses-SU_VR_OL_15
ses-SU+VR+OL+3	ses-SU_VR_OL_3
ses-SU+VR+OL+4	ses-SU_VR_OL_4
ses-SU+VR+OL+5	ses-SU_VR_OL_5
ses-SU+VR+OL+6	ses-SU_VR_OL_6
ses-SU+VR+OL+7	ses-SU_VR_OL_7
ses-SU+VR+OL+8	ses-SU_VR_OL_8
ses-SU+VR+OL+9	ses-SU_VR_OL_9
